date,julian_day,trt,block,plot,subplot,plant_ID,taxon,functional group,cover,notes
7.10.2019,191,N5,4,48,D,693,POA PRATENSIS,GRASS,5,
7.10.2019,191,N5,4,48,D,694,ROSA ARKANSANA,WOODY,3,
7.10.2019,191,N10,5,50,B,695,ANDROPOGON GERARDII,GRASS,40,
7.10.2019,191,N10,5,50,B,696,CAREX SP,GRAMINOID,8,
7.10.2019,191,N10,5,50,B,697,LITTER,LITTER,45,
7.10.2019,191,N10,5,50,B,698,PANICUM OLIGOSANTHES,GRASS,0.25,
7.10.2019,191,N10,5,50,B,699,POA PRATENSIS,GRASS,5,
7.10.2019,191,N10,5,50,B,700,RUMEX ACETOSELLA,FORB,7,
7.10.2019,191,N1,5,55,A,701,ACHILLEA MILLEFOLIUM,FORB,7,
7.10.2019,191,N1,5,55,A,702,ANDROPOGON GERARDII,GRASS,15,
7.10.2019,191,N1,5,55,A,703,ASCLEPIAS SYRIACA,FORB,4,
7.10.2019,191,N1,5,55,A,704,CAREX SP,GRAMINOID,7,
7.10.2019,191,N1,5,55,A,705,EQUISETUM LAEVIGATUM,FORB,0.5,
7.10.2019,191,N1,5,55,A,706,LITTER,LITTER,45,
7.10.2019,191,N1,5,55,A,707,PANICUM OLIGOSANTHES,GRASS,2,
7.10.2019,191,N1,5,55,A,708,RUMEX ACETOSELLA,FORB,4,
7.10.2019,191,N1,5,55,A,709,SCHIZACHYRIUM SCOPARIUM,GRASS,10,
7.10.2019,191,N1,5,55,A,710,SOLIDAGO SP,FORB,15,
7.10.2019,191,NPK,5,56,A,711,ANDROPOGON GERARDII,GRASS,8,
7.10.2019,191,NPK,5,56,A,712,ASCLEPIAS SYRIACA,FORB,7,
7.10.2019,191,NPK,5,56,A,713,LITTER,LITTER,45,
7.10.2019,191,NPK,5,56,A,714,POA PRATENSIS,GRASS,40,
7.10.2019,191,NPK,5,56,A,715,RUMEX ACETOSELLA,FORB,0.25,
7.10.2019,191,NPK,5,56,A,716,SOLIDAGO SP,FORB,5,
7.10.2019,191,C,5,58,C,717,ACER SP,NULL,0.25,
7.10.2019,191,C,5,58,C,718,ANDROPOGON GERARDII,GRASS,12,
7.10.2019,191,C,5,58,C,719,ASCLEPIAS OVALIFOLIA,FORB,0.5,
7.10.2019,191,C,5,58,C,720,CAREX SP,GRAMINOID,8,
7.10.2019,191,C,5,58,C,721,LITTER,LITTER,60,
7.10.2019,191,C,5,58,C,722,PANICUM OLIGOSANTHES,GRASS,2,
7.10.2019,191,C,5,58,C,723,POA PRATENSIS,GRASS,3,
7.10.2019,191,C,5,58,C,724,RUMEX ACETOSELLA,FORB,0.25,
7.10.2019,191,C,5,58,C,725,SCHIZACHYRIUM SCOPARIUM,GRASS,15,
7.10.2019,191,N5,5,59,B,726,ACHILLEA MILLEFOLIUM,FORB,1,
7.10.2019,191,N5,5,59,B,727,AGROPYRON REPENS,GRASS,10,
7.10.2019,191,N5,5,59,B,728,ANDROPOGON GERARDII,GRASS,20,
7.10.2019,191,N5,5,59,B,729,CAREX SP,GRAMINOID,17,
7.10.2019,191,N5,5,59,B,730,LITTER,LITTER,60,
7.10.2019,191,N5,5,59,B,731,RUMEX ACETOSELLA,FORB,6,
7.10.2019,191,N5,5,59,B,732,SMILACINA RACEMOSA,FORB,5,
7.10.2019,191,N5,5,59,B,733,SOLIDAGO SP,FORB,3,
7.23.2019,204,NK,3,25,D,734,AGROPYRON REPENS,GRASS,15,
7.23.2019,204,NK,3,25,D,735,BARE GROUND,BARE GROUND,8,
7.23.2019,204,NK,3,25,D,736,LITTER,LITTER,80,
7.23.2019,204,NK,3,25,D,737,PANICUM OLIGOSANTHES,GRASS,2,
7.23.2019,204,NK,3,25,D,738,POA PRATENSIS,GRASS,4,
7.23.2019,204,NK,3,25,D,739,RUMEX ACETOSELLA,FORB,0.25,
7.23.2019,204,NK,3,25,D,740,VERBASCUM THAPSUS,FORB,3,
7.23.2019,204,C,3,26,A,741,ACHILLEA MILLEFOLIUM,FORB,2,
7.23.2019,204,C,3,26,A,742,AGROPYRON REPENS,GRASS,20,
7.23.2019,204,C,3,26,A,743,AGROSTIS CAPILLARIS,GRASS,1,
7.23.2019,204,C,3,26,A,744,ANDROPOGON GERARDII,GRASS,30,
7.23.2019,204,C,3,26,A,745,EQUISETUM LAEVIGATUM,FORB,1,
7.23.2019,204,C,3,26,A,746,LITTER,LITTER,65,
7.23.2019,204,C,3,26,A,747,PANICUM OLIGOSANTHES,GRASS,2,
7.23.2019,204,C,3,26,A,748,SCHIZACHYRIUM SCOPARIUM,GRASS,10,
7.23.2019,204,C_H,3,27,B,749,AGROPYRON REPENS,GRASS,15,
7.23.2019,204,C_H,3,27,B,750,ANDROPOGON GERARDII,GRASS,10,
7.23.2019,204,C_H,3,27,B,751,LITTER,LITTER,60,
7.23.2019,204,C_H,3,27,B,752,MOLLUGO VERTICILLATA,FORB,1,
7.23.2019,204,C_H,3,27,B,753,POA PRATENSIS,GRASS,25,
7.23.2019,204,C_H,3,27,B,754,POLYGONUM CONVULVULUS,FORB,1,
7.23.2019,204,PK,3,28,D,755,ACHILLEA MILLEFOLIUM,FORB,2,
7.23.2019,204,PK,3,28,D,756,AGROSTIS CAPILLARIS,GRASS,1,
7.23.2019,204,PK,3,28,D,757,EQUISETUM LAEVIGATUM,FORB,1,
7.23.2019,204,PK,3,28,D,758,LITTER,LITTER,50,
7.23.2019,204,PK,3,28,D,759,PANICUM OLIGOSANTHES,GRASS,2,
7.23.2019,204,PK,3,28,D,760,POA PRATENSIS,GRASS,3,
7.23.2019,204,PK,3,28,D,761,SCHIZACHYRIUM SCOPARIUM,GRASS,30,
7.23.2019,204,PK,3,28,D,762,SOLIDAGO SP,FORB,25,
7.23.2019,204,N1,3,29,B,763,ACHILLEA MILLEFOLIUM,FORB,3,
7.23.2019,204,N1,3,29,B,764,AGROPYRON REPENS,GRASS,25,
7.23.2019,204,N1,3,29,B,765,ANDROPOGON GERARDII,GRASS,10,
7.23.2019,204,N1,3,29,B,766,BARE GROUND,BARE GROUND,3,
7.23.2019,204,N1,3,29,B,767,LITTER,LITTER,70,
7.23.2019,204,N1,3,29,B,768,POA PRATENSIS,GRASS,7,
7.23.2019,204,N1,3,29,B,769,SOLIDAGO SP,FORB,2,
7.23.2019,204,K,3,30,D,770,ACHILLEA MILLEFOLIUM,FORB,0.5,
7.23.2019,204,K,3,30,D,771,AGROPYRON REPENS,GRASS,8,
7.23.2019,204,K,3,30,D,772,ANDROPOGON GERARDII,GRASS,10,
7.23.2019,204,K,3,30,D,773,ASCLEPIAS OVALIFOLIA,FORB,3,
7.23.2019,204,K,3,30,D,774,LITTER,LITTER,70,
7.23.2019,204,K,3,30,D,775,PANICUM OLIGOSANTHES,GRASS,2,
7.23.2019,204,K,3,30,D,776,POA PRATENSIS,GRASS,20,
7.23.2019,204,K,3,30,D,777,RUMEX ACETOSELLA,FORB,1,
7.23.2019,204,K,3,30,D,778,SOLIDAGO SP,FORB,2,
7.23.2019,204,P,3,31,B,779,ACHILLEA MILLEFOLIUM,FORB,7,
7.23.2019,204,P,3,31,B,780,BARE GROUND,BARE GROUND,10,
7.23.2019,204,P,3,31,B,781,EQUISETUM LAEVIGATUM,FORB,0.25,
7.23.2019,204,P,3,31,B,782,PANICUM OLIGOSANTHES,GRASS,3,
7.23.2019,204,P,3,31,B,783,POA PRATENSIS,GRASS,2,
7.23.2019,204,P,3,31,B,784,SCHIZACHYRIUM SCOPARIUM,GRASS,20,
7.23.2019,204,P,3,31,B,785,SOLIDAGO SP,FORB,30,
7.23.2019,204,N10,3,32,C,786,AGROPYRON REPENS,GRASS,5,
7.23.2019,204,N10,3,32,C,787,AGROSTIS CAPILLARIS,GRASS,2,
7.23.2019,204,N10,3,32,C,788,ANDROPOGON GERARDII,GRASS,35,
7.23.2019,204,N10,3,32,C,789,BARE GROUND,BARE GROUND,7,
7.23.2019,204,N10,3,32,C,790,LITTER,LITTER,60,
7.23.2019,204,N10,3,32,C,791,POA PRATENSIS,GRASS,7,
7.23.2019,204,N10,3,32,C,792,POTENTILLA NORVEGICA,FORB,2,
7.23.2019,204,N10,3,32,C,793,RUMEX ACETOSELLA,FORB,4,
7.23.2019,204,N10,3,32,C,794,SCHIZACHYRIUM SCOPARIUM,GRASS,7,
7.23.2019,204,N10,3,32,C,795,SOLIDAGO SP,FORB,1,
7.23.2019,204,NPK,3,33,B,796,AGROPYRON REPENS,GRASS,95,
7.23.2019,204,NPK,3,33,B,797,LITTER,LITTER,40,
7.23.2019,204,NPK,3,33,B,798,MYSTERY FORB,,2,WAXY LEAVES.
7.23.2019,204,NPK,3,33,B,799,POLYGONUM CONVULVULUS,FORB,3,
7.23.2019,204,N5,3,34,C,800,ACHILLEA MILLEFOLIUM,FORB,5.5,
7.23.2019,204,N5,3,34,C,801,ANDROPOGON GERARDII,GRASS,4,
7.23.2019,204,N5,3,34,C,802,CAREX SP,GRAMINOID,7,
7.23.2019,204,N5,3,34,C,803,EQUISETUM LAEVIGATUM,FORB,1,
7.23.2019,204,N5,3,34,C,804,LITTER,LITTER,40,
7.23.2019,204,N5,3,34,C,805,POA PRATENSIS,GRASS,,
7.23.2019,204,N5,3,34,C,806,POPULUS DELTOIDES,NULL,2,
7.23.2019,204,N5,3,34,C,807,RUMEX ACETOSELLA,FORB,0.5,
7.23.2019,204,N5,3,34,C,808,SCHIZACHYRIUM SCOPARIUM,GRASS,20,
7.23.2019,204,N5,3,34,C,809,SOLIDAGO SP,FORB,20,
7.23.2019,204,NP,3,35,B,810,AGROPYRON REPENS,GRASS,55,
7.23.2019,204,NP,3,35,B,811,BARE GROUND,BARE GROUND,10,
7.23.2019,204,NP,3,35,B,812,LITTER,LITTER,40,
7.23.2019,204,NP,3,35,B,813,POA PRATENSIS,GRASS,8,
7.23.2019,204,NP,3,35,B,814,RUMEX ACETOSELLA,FORB,10,
7.23.2019,204,NPK_H,3,36,C,815,AGROPYRON REPENS,GRASS,60,
7.23.2019,204,NPK_H,3,36,C,816,CAREX SP,GRAMINOID,5,
7.23.2019,204,NPK_H,3,36,C,817,LITTER,LITTER,60,
7.23.2019,204,NPK_H,3,36,C,818,POLYGONUM CONVULVULUS,FORB,7,
7.23.2019,204,C,4,39,A,819,AGROPYRON REPENS,GRASS,4,
7.23.2019,204,C,4,39,A,820,ANDROPOGON GERARDII,GRASS,15,
7.23.2019,204,C,4,39,A,821,ANEMONE CYLINDRICA,FORB,1,
7.23.2019,204,C,4,39,A,822,ASCLEPIAS OVALIFOLIA,FORB,5,
7.23.2019,204,C,4,39,A,823,CAREX SP,GRAMINOID,15,
7.23.2019,204,C,4,39,A,824,LITTER,LITTER,60,
7.23.2019,204,C,4,39,A,825,PANICUM OLIGOSANTHES,GRASS,5,
7.23.2019,204,C,4,39,A,826,POA PRATENSIS,GRASS,2,
7.23.2019,204,C,4,39,A,827,RUMEX ACETOSELLA,FORB,1,
7.23.2019,204,N1,4,43,A,828,ACHILLEA MILLEFOLIUM,FORB,3,
7.23.2019,204,N1,4,43,A,829,AGROPYRON REPENS,GRASS,5,
7.23.2019,204,N1,4,43,A,830,ANDROPOGON GERARDII,GRASS,40,
7.23.2019,204,N1,4,43,A,831,ASCLEPIAS OVALIFOLIA,FORB,3,
7.23.2019,204,N1,4,43,A,832,CAREX SP,GRAMINOID,10,
7.23.2019,204,N1,4,43,A,833,LITTER,LITTER,50,
7.23.2019,204,N1,4,43,A,834,PANICUM OLIGOSANTHES,GRASS,2,
7.23.2019,204,N1,4,43,A,835,POA PRATENSIS,GRASS,2,
7.23.2019,204,N1,4,43,A,836,SOLIDAGO SP,FORB,2,
7.23.2019,204,N10,4,44,A,837,AGROPYRON REPENS,GRASS,20,
7.23.2019,204,N10,4,44,A,838,ANDROPOGON GERARDII,GRASS,35,
7.23.2019,204,N10,4,44,A,839,CAREX SP,GRAMINOID,10,
7.23.2019,204,N10,4,44,A,840,LITTER,LITTER,60,
7.23.2019,204,N10,4,44,A,841,RUMEX ACETOSELLA,FORB,5,
7.23.2019,204,NPK,4,45,A,842,AGROPYRON REPENS,GRASS,35,
7.23.2019,204,NPK,4,45,A,843,ANDROPOGON GERARDII,GRASS,8,
7.23.2019,204,NPK,4,45,A,844,LITTER,LITTER,70,
7.23.2019,204,NPK,4,45,A,845,MOLLUGO VERTICILLATA,FORB,0.25,
7.23.2019,204,NPK,4,45,A,846,PANICUM OLIGOSANTHES,GRASS,1,
7.23.2019,204,NPK,4,45,A,847,POA PRATENSIS,GRASS,3,
7.23.2019,204,N5,4,48,D,848,ACHILLEA MILLEFOLIUM,FORB,2,
7.23.2019,204,N5,4,48,D,849,AGROPYRON REPENS,GRASS,10,
7.23.2019,204,N5,4,48,D,850,ANDROPOGON GERARDII,GRASS,7,
7.23.2019,204,N5,4,48,D,851,ASCLEPIAS OVALIFOLIA,FORB,2,
7.23.2019,204,N5,4,48,D,852,CAREX SP,GRAMINOID,20,
7.23.2019,204,N5,4,48,D,853,LITTER,LITTER,60,
7.23.2019,204,N5,4,48,D,854,MYSTERY FORB,FORB,1,UNKNOWN ID. SEE PICTURES
7.23.2019,204,N5,4,48,D,855,MYSTERY FORB,FORB,3,UNKNOWN ID. SEE PICTURES
7.23.2019,204,N5,4,48,D,856,PANICUM OLIGOSANTHES,GRASS,2,
7.23.2019,204,N5,4,48,D,857,POA PRATENSIS,GRASS,5,
7.23.2019,204,N5,4,48,D,858,POTENTILLA RECTA,FORB,1,
7.23.2019,204,N5,4,48,D,859,ROSA ARKANSANA,WOODY,3,
7.23.2019,204,N10,5,50,B,860,AGROSTIS CAPILLARIS,GRASS,2,
7.23.2019,204,N10,5,50,B,861,ANDROPOGON GERARDII,GRASS,50,
7.23.2019,204,N10,5,50,B,862,CAREX SP,GRAMINOID,10,
7.23.2019,204,N10,5,50,B,863,LITTER,LITTER,50,
7.23.2019,204,N10,5,50,B,864,POA PRATENSIS,GRASS,5,
7.23.2019,204,N10,5,50,B,865,RUMEX ACETOSELLA,FORB,5,
7.23.2019,204,N1,5,55,A,866,ACHILLEA MILLEFOLIUM,FORB,7,
7.23.2019,204,N1,5,55,A,867,ANDROPOGON GERARDII,GRASS,12,
7.23.2019,204,N1,5,55,A,868,ASCLEPIAS OVALIFOLIA,FORB,0.5,
7.23.2019,204,N1,5,55,A,869,ASCLEPIAS SYRIACA,FORB,1,
7.23.2019,204,N1,5,55,A,870,CAREX SP,GRAMINOID,4,
7.23.2019,204,N1,5,55,A,871,EQUISETUM LAEVIGATUM,FORB,0.5,
7.23.2019,204,N1,5,55,A,872,LITTER,LITTER,40,
7.23.2019,204,N1,5,55,A,873,PANICUM OLIGOSANTHES,GRASS,0.5,
7.23.2019,204,N1,5,55,A,874,RUMEX ACETOSELLA,FORB,1,
7.23.2019,204,N1,5,55,A,875,SCHIZACHYRIUM SCOPARIUM,GRASS,12,
7.23.2019,204,N1,5,55,A,876,SOLIDAGO SP,FORB,20,
7.23.2019,204,NPK,5,56,A,877,ACHILLEA MILLEFOLIUM,FORB,1,
7.23.2019,204,NPK,5,56,A,878,ANDROPOGON GERARDII,GRASS,10,
7.23.2019,204,NPK,5,56,A,879,ASCLEPIAS OVALIFOLIA,FORB,1,
7.23.2019,204,NPK,5,56,A,880,LITTER,LITTER,30,
7.23.2019,204,NPK,5,56,A,881,POA PRATENSIS,GRASS,30,
7.23.2019,204,NPK,5,56,A,882,RUMEX ACETOSELLA,FORB,7,
7.23.2019,204,NPK,5,56,A,883,SOLIDAGO SP,FORB,20,
7.23.2019,204,C,5,58,C,884,ACER SP,NULL,0.25,
7.23.2019,204,C,5,58,C,885,ANDROPOGON GERARDII,GRASS,15,
7.23.2019,204,C,5,58,C,886,ASCLEPIAS OVALIFOLIA,FORB,0.5,
7.23.2019,204,C,5,58,C,887,LITTER,LITTER,60,
7.23.2019,204,C,5,58,C,888,PANICUM OLIGOSANTHES,GRASS,4,
7.23.2019,204,C,5,58,C,889,SCHIZACHYRIUM SCOPARIUM,GRASS,20,
7.23.2019,204,N5,5,59,B,890,AGROPYRON REPENS,GRASS,10,
7.23.2019,204,N5,5,59,B,891,ANDROPOGON GERARDII,GRASS,15,
7.23.2019,204,N5,5,59,B,892,CAREX SP,GRAMINOID,15,
7.23.2019,204,N5,5,59,B,893,LITTER,LITTER,60,
7.23.2019,204,N5,5,59,B,894,POA PRATENSIS,GRASS,3,
7.23.2019,204,N5,5,59,B,895,RUMEX ACETOSELLA,FORB,5,
7.23.2019,204,N5,5,59,B,896,SMILACINA RACEMOSA,FORB,4,
7.23.2019,204,N5,5,59,B,897,SOLIDAGO SP,FORB,2,
7.24.2019,205,NPK_H,1,1,A,898,ANDROPOGON GERARDII,,50,
7.24.2019,205,NPK_H,1,1,A,899,RUMEX ACETOSELLA,,8,
7.24.2019,205,NPK_H,1,1,A,900,CAREX SP,,10,
7.24.2019,205,NPK_H,1,1,A,901,POA PRATENSIS,,5,
7.24.2019,205,NPK_H,1,1,A,902,LITTER,,60,
7.24.2019,205,NP,1,2,A,903,MOLLUGO VERTICILLATA,,7,
7.24.2019,205,NP,1,2,A,904,BARE GROUND,,15,
7.24.2019,205,NP,1,2,A,905,ACHILLEA MILLEFOLIUM,,7,
7.24.2019,205,NP,1,2,A,906,ANDROPOGON GERARDII,,5,
7.24.2019,205,NP,1,2,A,907,AGROPYRON REPENS,,15,
7.24.2019,205,NP,1,2,A,908,POA PRATENSIS,,20,
7.24.2019,205,NP,1,2,A,909,PANICUM OLIGOSANTHES,,1,
7.24.2019,205,NP,1,2,A,910,LITTER,,40,
7.24.2019,205,NPK,1,3,D,911,AGROPYRON REPENS,,25,
7.24.2019,205,NPK,1,3,D,912,ANDROPOGON GERARDII,,5,
7.24.2019,205,NPK,1,3,D,913,POA PRATENSIS,,15,
7.24.2019,205,NPK,1,3,D,914,BERTEROA INCANA,,7,
7.24.2019,205,NPK,1,3,D,915,ERIGERON CANADENSIS,,4,
7.24.2019,205,NPK,1,3,D,916,BARE GROUND,,5,
7.24.2019,205,NPK,1,3,D,917,TOXICODENDRON RADICANS,,1,
7.24.2019,205,NPK,1,3,D,918,LITTER,,40,
7.24.2019,205,K,1,4,B,919,SCHIZACHYRIUM SCOPARIUM,,40,
7.24.2019,205,K,1,4,B,920,PANICUM OLIGOSANTHES,,3,
7.24.2019,205,K,1,4,B,921,ANDROPOGON GERARDII,,20,
7.24.2019,205,K,1,4,B,922,LESPEDEZA CAPITATA,,1,
7.24.2019,205,K,1,4,B,923,ACHILLEA MILLEFOLIUM,,2,
7.24.2019,205,K,1,4,B,924,SOLIDAGO SP,,2,
7.24.2019,205,K,1,4,B,925,LITTER,,50,
7.24.2019,205,K,1,4,B,926,LIATRIS ASPERA,,1,
7.24.2019,205,N5,1,5,D,927,RUMEX ACETOSELLA,,4,
7.24.2019,205,N5,1,5,D,928,ANDROPOGON GERARDII,,40,
7.24.2019,205,N5,1,5,D,929,LESPEDEZA CAPITATA,,1,
7.24.2019,205,N5,1,5,D,930,ASCLEPIAS OVALIFOLIA,,1,
7.24.2019,205,N5,1,5,D,931,CAREX SP,,15,
7.24.2019,205,N5,1,5,D,932,CYPERUS SP,,0.5,IFFY ID
7.24.2019,205,N5,1,5,D,933,LITTER,,50,
7.24.2019,205,N5,1,5,D,934,ACHILLEA MILLEFOLIUM,,0.5,
7.24.2019,205,PK,1,6,B,935,ANDROPOGON GERARDII,,60,
7.24.2019,205,PK,1,6,B,936,TOXICODENDRON RADICANS,,15,
7.24.2019,205,PK,1,6,B,937,ACHILLEA MILLEFOLIUM,,3,
7.24.2019,205,PK,1,6,B,938,ASCLEPIAS OVALIFOLIA,,3,
7.24.2019,205,PK,1,6,B,939,POA PRATENSIS,,10,
7.24.2019,205,PK,1,6,B,940,PANICUM OLIGOSANTHES,,1,
7.24.2019,205,PK,1,6,B,941,LITTER,,50,
7.24.2019,205,N10,1,7,C,942,ANDROPOGON GERARDII,,25,
7.24.2019,205,N10,1,7,C,943,RUMEX ACETOSELLA,,20,
7.24.2019,205,N10,1,7,C,944,BARE GROUND,,10,
7.24.2019,205,N10,1,7,C,945,CAREX SP,,7,
7.24.2019,205,N10,1,7,C,946,AGROSTIS CAPILLARIS,,3,
7.24.2019,205,N10,1,7,C,947,SCHIZACHYRIUM SCOPARIUM,,10,
7.24.2019,205,N10,1,7,C,948,LESPEDEZA CAPITATA,,1,
7.24.2019,205,N10,1,7,C,949,PANICUM OLIGOSANTHES,,2,
7.24.2019,205,N10,1,7,C,950,ANTENNARIA NEGLECTA,,1,
7.24.2019,205,N10,1,7,C,951,LITTER,,20,
7.24.2019,205,P,1,8,A,952,ANDROPOGON GERARDII,,20,
7.24.2019,205,P,1,8,A,953,BARE GROUND,,5,
7.24.2019,205,P,1,8,A,954,SOLIDAGO SP,,5,
7.24.2019,205,P,1,8,A,955,ACHILLEA MILLEFOLIUM,,7,
7.24.2019,205,P,1,8,A,956,POA PRATENSIS,,3,
7.24.2019,205,P,1,8,A,957,SCHIZACHYRIUM SCOPARIUM,,20,
7.24.2019,205,P,1,8,A,958,LESPEDEZA CAPITATA,,2,
7.24.2019,205,P,1,8,A,959,PANICUM OLIGOSANTHES,,2,
7.24.2019,205,P,1,8,A,960,LIATRIS ASPERA,,1,
7.24.2019,205,P,1,8,A,961,CAREX SP,,5,
7.24.2019,205,P,1,8,A,962,TRAGOPOGON DUBIUS,,1,
7.24.2019,205,P,1,8,A,963,LITTER,,50,
7.24.2019,205,N1,1,9,C,964,TOXICODENDRON RADICANS,,7,
7.24.2019,205,N1,1,9,C,965,ANDROPOGON GERARDII,,40,
7.24.2019,205,N1,1,9,C,966,CAREX SP,,15,
7.24.2019,205,N1,1,9,C,967,ACHILLEA MILLEFOLIUM,,3,
7.24.2019,205,N1,1,9,C,968,LITTER,,60,
7.24.2019,205,C_H,1,10,D,969,LESPEDEZA CAPITATA,,6,
7.24.2019,205,C_H,1,10,D,970,ANDROPOGON GERARDII,,35,
7.24.2019,205,C_H,1,10,D,971,ACHILLEA MILLEFOLIUM,,2,
7.24.2019,205,C_H,1,10,D,972,EQUISETUM LAEVIGATUM,,0.25,
7.24.2019,205,C_H,1,10,D,973,SCHIZACHYRIUM SCOPARIUM,,20,
7.24.2019,205,C_H,1,10,D,974,CAREX SP,,9,
7.24.2019,205,C_H,1,10,D,975,SOLIDAGO SP,,0.5,
7.24.2019,205,C_H,1,10,D,976,LITTER,,60,
7.24.2019,205,C,1,11,B,977,ANDROPOGON GERARDII,,25,
7.24.2019,205,C,1,11,B,978,ACHILLEA MILLEFOLIUM,,3,
7.24.2019,205,C,1,11,B,979,SOLIDAGO SP,,2,
7.24.2019,205,C,1,11,B,980,LESPEDEZA CAPITATA,,1,
7.24.2019,205,C,1,11,B,981,SCHIZACHYRIUM SCOPARIUM,,15,
7.24.2019,205,C,1,11,B,982,ANTENNARIA NEGLECTA,,2,
7.24.2019,205,C,1,11,B,983,CAREX SP,,10,
7.24.2019,205,C,1,11,B,984,SOLIDAGO RIGIDA,,2,LONG PETIOLE. SEE PICTURE. ORIGINALLY MYSTERY FORB
7.24.2019,205,C,1,11,B,985,LITTER,,50,
7.24.2019,205,C,1,11,B,986,BARE GROUND,,5,
7.24.2019,205,NK,1,12,D,987,AGROSTIS CAPILLARIS,,10,
7.24.2019,205,NK,1,12,D,988,PANICUM OLIGOSANTHES,,5,
7.24.2019,205,NK,1,12,D,989,RUMEX ACETOSELLA,,15,
7.24.2019,205,NK,1,12,D,990,POA PRATENSIS,,10,
7.24.2019,205,NK,1,12,D,991,AGROPYRON REPENS,,15,
7.24.2019,205,NK,1,12,D,992,CAREX SP,,7,
7.24.2019,205,NK,1,12,D,993,ERIGERON CANADENSIS,,4,
7.24.2019,205,NK,1,12,D,994,LITTER,,50,
7.24.2019,205,C,2,13,B,995,EQUISETUM LAEVIGATUM,,0.25,
7.24.2019,205,C,2,13,B,996,ANDROPOGON GERARDII,,20,
7.24.2019,205,C,2,13,B,997,LESPEDEZA CAPITATA,,5,
7.24.2019,205,C,2,13,B,998,SOLIDAGO SP,,2,
7.24.2019,205,C,2,13,B,999,ACHILLEA MILLEFOLIUM,,2,
7.24.2019,205,C,2,13,B,1000,SCHIZACHYRIUM SCOPARIUM,,20,
7.24.2019,205,C,2,13,B,1001,RUMEX ACETOSELLA,,0.5,
7.24.2019,205,C,2,13,B,1002,LITTER,,50,
7.24.2019,205,C,2,13,B,1003,CAREX SP,,5,
7.24.2019,205,NK,2,14,B,1004,ERIGERON CANADENSIS,,10,
7.24.2019,205,NK,2,14,B,1005,AGROPYRON REPENS,,20,
7.24.2019,205,NK,2,14,B,1006,BARE GROUND,,25,
7.24.2019,205,NK,2,14,B,1007,AGROSTIS CAPILLARIS,,5,
7.24.2019,205,NK,2,14,B,1008,POA PRATENSIS,,15,
7.24.2019,205,NK,2,14,B,1009,MYSTERY FORB,,2,SAME AS PLOT 20
7.24.2019,205,NK,2,14,B,1010,ANDROPOGON GERARDII,,12,
7.24.2019,205,NK,2,14,B,1011,LITTER,,20,
7.24.2019,205,PK,2,15,B,1012,ANDROPOGON GERARDII,,30,
7.24.2019,205,PK,2,15,B,1013,AGROPYRON REPENS,,2,
7.24.2019,205,PK,2,15,B,1014,POA PRATENSIS,,10,
7.24.2019,205,PK,2,15,B,1015,TOXICODENDRON RADICANS,,3,
7.24.2019,205,PK,2,15,B,1016,LITTER,,60,
7.24.2019,205,,,16,,1017,AGROPYRON REPENS,,30,
7.24.2019,205,,,16,,1018,ANDROPOGON GERARDII,,8,
7.24.2019,205,,,16,,1019,POA PRATENSIS,,5,
7.24.2019,205,,,16,,1020,BARE GROUND,,2,
7.24.2019,205,,,16,,1021,AGROSTIS CAPILLARIS,,1,
7.24.2019,205,,,16,,1022,CAREX SP,,8,
7.24.2019,205,,,16,,1023,LITTER,,60,
7.24.2019,205,,,17,,1024,AGROPYRON REPENS,,10,
7.24.2019,205,,,17,,1025,ANDROPOGON GERARDII,,35,
7.24.2019,205,,,17,,1026,POA PRATENSIS,,20,
7.24.2019,205,,,17,,1027,POLYGONUM CONVULVULUS,,1,
7.24.2019,205,,,17,,1028,LITTER,,50,
7.24.2019,205,,,18,,1029,POLYGONUM CONVULVULUS,,0.5,
7.24.2019,205,,,18,,1030,LYCHNIS ALBA,,2,
7.24.2019,205,,,18,,1031,AGROPYRON REPENS,,50,
7.24.2019,205,,,18,,1032,POA PRATENSIS,,5,
7.24.2019,205,,,18,,1033,LITTER,,50,
7.24.2019,205,,,19,,1034,ANDROPOGON GERARDII,,25,
7.24.2019,205,,,19,,1035,POA PRATENSIS,,5,
7.24.2019,205,,,19,,1036,AGROPYRON REPENS,,10,
7.24.2019,205,,,19,,1037,ERIGERON CANADENSIS,,1,
7.24.2019,205,,,19,,1038,AGROSTIS CAPILLARIS,,2,
7.24.2019,205,,,19,,1039,RUMEX ACETOSELLA,,1,
7.24.2019,205,,,19,,1040,CAREX SP,,7,
7.24.2019,205,,,19,,1041,LITTER,,60,
7.24.2019,205,,,20,,1042,ACHILLEA MILLEFOLIUM,,4,
7.24.2019,205,,,20,,1043,AGROPYRON REPENS,,40,
7.24.2019,205,,,20,,1044,ANDROPOGON GERARDII,,15,
7.24.2019,205,,,20,,1045,CAREX SP,,10,
7.24.2019,205,,,20,,1046,MYSTERY FORB,,2,BUMPY FORB. SEE PICTURE
7.24.2019,205,,,20,,1047,LITTER,,50,
7.24.2019,205,,,20,,1048,POA PRATENSIS,,2,
7.24.2019,205,,,21,,1049,POLYGONUM CONVULVULUS,,5,
7.24.2019,205,,,21,,1050,POA PRATENSIS,,7,
7.24.2019,205,,,21,,1051,AGROPYRON REPENS,,50,
7.24.2019,205,,,21,,1052,BERTEROA INCANA,,15,
